postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,id,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating,ALGO,Total Potentian incl +100
3121,942,8088,10.6,7082,3107,2195,1780,856,81,5,131063,"838,801",161.8,4717,BURNLEY,VIC,145.001788,-37.823303,RICHMOND DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.8296728,145.0126479,20607114461,20607114416,206071144,Richmond (Vic.),20607,Yarra,206,Melbourne - Inner,1,1,1,1,Melbourne,14.51802158,V1,PHN201,North Western Melbourne,Yarra,27350,Melbourne,Inner Metropolitan,399,132843
3133,2275,8881,24.6,11127,9387,1740,0,2187,88,0,137031,"876,996",161.8,6744,VERMONT,VIC,145.192303,-37.848786,NUNAWADING DC,Delivery Area,Updated 6-Feb-2020,21104,Whitehorse - East,211,Melbourne - Outer East,R1,-37.838,145.198,21104127223,21104127223,211041272,Vermont,21104,Whitehorse - East,211,Melbourne - Outer East,1,1,1,1,Deakin,,V1,PHN202,Eastern Melbourne,Whitehorse,26980,Deakin,Outer Metropolitan,398,137031
4014,2564,4949,46.9,15378,10055,5323,0,2319,245,0,145444,"930,843",215.5,8297,BANYO,QLD,153.084784,-27.373947,VIRGINIA DC,Delivery Area,Updated 6-Feb-2020,30203,Nundah,302,Brisbane - North,R1,-27.3796668,153.0812456,30203103907,30203103924,302031039,Nudgee - Banyo,30203,Nundah,302,Brisbane - North,1,1,1,1,Lilley,,Q1,PHN301,Brisbane North,Brisbane,31000,Lilley,Inner Metropolitan,397,145444
3186,1240,9063,11.9,7847,5015,2832,0,1076,164,0,132398,"847,346",163.2,6601,BRIGHTON,VIC,144.996329,-37.915066,BRIGHTON DC,Delivery Area,Updated 6-Feb-2020,20801,Bayside,208,Melbourne - Inner South,R1,-37.9044002,144.9997396,20801116938,20801116938,208011169,Brighton (Vic.),20801,Bayside,208,Melbourne - Inner South,1,1,1,1,Goldstein,,V1,PHN203,South Eastern Melbourne,Bayside,20910,Goldstein,Inner Metropolitan,397,132398
2611,4644,12470,31.5,30278,19672,10209,397,3926,716,2,154431,"988,361",218.2,20557,BIMBERI,NSW,148.7089956,-35.57315758,ACT and surrounding areas,Delivery Area,Updated 6-Feb-2020,80108,Weston Creek,801,Australian Capital Territory,R3,-35.5731418,148.7089808,11302126205,11302126205,113021262,Tumut Region,11302,Tumut - Tumbarumba,113,Riverina,3,3,5,5,Bean,1350.446167,N2,PHN801,Australian Capital Territory,Snowy Valleys,17080,Eden-Monaro,Rural,397,154828
3803,1436,4273,30,10472,5731,4591,150,1284,151,1,139853,"895,058",168.1,9025,HALLAM,VIC,145.265524,-38.009435,DANDENONG DC,Delivery Area,Updated 6-Feb-2020,21202,Casey - North,212,Melbourne - South East,R1,-38.0069505,145.2756505,21202129708,21202129708,212021297,Hallam,21202,Casey - North,212,Melbourne - South East,1,1,1,1,Bruce,,V1,PHN203,South Eastern Melbourne,Greater Dandenong,22670,Bruce,Outer Metropolitan,397,140003
3040,1374,8492,14.7,7494,5178,2074,242,1249,124,1,132349,"847,033",163,4837,ABERFELDIE,VIC,144.902556,-37.751845,MOONEE PONDS DC,Delivery Area,Updated 6-Feb-2020,21001,Keilor,210,Melbourne - North West,R1,-37.762,144.901,20603111415,20603111415,206031114,Essendon - Aberfeldie,20603,Essendon,206,Melbourne - Inner,1,1,1,1,Maribyrnong,,V1,PHN201,North Western Melbourne,Moonee Valley,25060,Maribyrnong,Inner Metropolitan,397,132591
2794,1838,4577,34.8,11845,7057,4542,246,1591,246,1,140984,"902,298",201,5531,BUMBALDRY,NSW,148.664838,-33.898505,COWRA DC,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-33.8403676,148.3834564,10302106410,10302106410,103021064,Cowra Region,10302,Lachlan Valley,103,Central West,3,3,5,5,Riverina,,N2,PHN110,Murrumbidgee,Cowra,12350,Riverina,Rural,397,141230
3145,1212,8332,13.5,6405,4823,1326,256,1125,86,1,130603,"835,862",160.9,6781,CAULFIELD EAST,VIC,145.049328,-37.873557,MOUNT WAVERLEY MDC (NEW),Delivery Area,Updated 6-Feb-2020,20804,Stonnington - East,208,Melbourne - Inner South,R1,-37.8791959,145.0444397,20802117703,20802117703,208021177,Caulfield - North,20802,Glen Eira,208,Melbourne - Inner South,1,1,1,1,Higgins,44.28951645,V1,PHN203,South Eastern Melbourne,Stonnington,26350,Macnamara,Inner Metropolitan,395,130859
3042,1087,8176,11.8,7323,3869,2979,475,963,123,1,131145,"839,327",161.8,4843,AIRPORT WEST,VIC,144.866305,-37.727529,NIDDRIE DC,Delivery Area,Updated 6-Feb-2020,21001,Keilor,210,Melbourne - North West,R1,-37.726234,144.8813526,21001122604,21001122604,210011226,Airport West,21001,Keilor,210,Melbourne - North West,1,1,1,1,Maribyrnong,-3492,V1,PHN201,North Western Melbourne,Moonee Valley,25060,Maribyrnong,Inner Metropolitan,394,131620
3140,1727,7665,20.9,9730,6871,2859,0,1600,127,0,135056,"864,355",159.6,6770,LILYDALE,VIC,145.363185,-37.759154,MOOROOLBARK DC,Delivery Area,Updated 6-Feb-2020,21105,Yarra Ranges,211,Melbourne - Outer East,R1,-37.7643547,145.3475331,21105127802,21105127802,211051278,Lilydale - Coldstream,21105,Yarra Ranges,211,Melbourne - Outer East,1,1,1,1,Casey,,V1,PHN202,Eastern Melbourne,Maroondah,24410,Casey,Rural,394,135056
3137,1503,6827,20,10018,5632,3472,914,1362,139,2,134057,"857,968",159.7,6757,KILSYTH,VIC,145.313346,-37.819364,MOOROOLBARK DC,Delivery Area,Updated 6-Feb-2020,21105,Yarra Ranges,211,Melbourne - Outer East,R1,-37.802,145.316,21105127712,21105127712,211051277,Kilsyth,21105,Yarra Ranges,211,Melbourne - Outer East,1,1,1,1,Casey,120.7724533,V1,PHN202,Eastern Melbourne,Maroondah,24410,Deakin,Outer Metropolitan,391,134971
3163,1475,11679,12.1,7031,5797,1234,0,1410,65,0,127022,"812,944",156.7,6825,BOORAN ROAD PO,VIC,145.057237,-37.896497,Melbourne Metro,,Updated 6-Feb-2020,20802,Glen Eira,208,Melbourne - Inner South,R1,-37.896,145.036,20802117811,20802117811,208021178,Caulfield - South,20802,Glen Eira,208,Melbourne - Inner South,1,1,1,1,Higgins,,V1,PHN203,South Eastern Melbourne,Glen Eira,22310,Macnamara,Inner Metropolitan,391,127022
3356,1649,9716,15.8,10215,6799,3173,243,1532,116,1,132079,"845,304",172.2,6131,BONSHAW,VIC,143.82846,-37.592283,WENDOUREE DC,Delivery Area,Updated 6-Feb-2020,20101,Ballarat,201,Ballarat,R3,-37.6034859,143.8155947,20101100608,20101100608,201011006,Delacombe,20101,Ballarat,201,Ballarat,2,2,2,2,Ballarat,425.4379578,V2,PHN206,Western Victoria,Ballarat,20570,Ballarat,Provincial,391,132322
4311,2847,4677,54.9,15700,11273,4427,0,2566,281,0,143908,"921,011",201.2,11865,ATKINSONS DAM,QLD,152.438771,-27.418572,LOWOOD LPO,Delivery Area,Updated 6-Feb-2020,31701,Toowoomba,317,Toowoomba,R3,-27.431667,152.450833,31002128112,31002128112,310021281,Lowood,31002,Ipswich Hinterland,310,Ipswich,2,2,5,5,Blair,63,Q2,PHN304,Darling Downs and West Moreton,Lockyer Valley,34580,Wright,Rural,390,143908
3936,1595,9796,14.9,8861,6422,2439,0,1463,132,0,130666,"836,265",160.4,8616,ARTHURS SEAT,VIC,145.007626,-38.326447,ROSEBUD DC,Delivery Area,Updated 6-Feb-2020,21402,Mornington Peninsula,214,Mornington Peninsula,R3,-38.352,144.953,21402137717,21402137717,214021377,Dromana,21402,Mornington Peninsula,214,Mornington Peninsula,1,1,1,1,Flinders,,V1,PHN203,South Eastern Melbourne,Mornington Peninsula,25340,Flinders,Rural,390,130666
3198,1708,9296,17.2,8671,6124,2385,162,1599,108,1,130887,"837,676",161.9,6639,BELVEDERE PARK,VIC,145.137811,-38.103194,SEAFORD DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,21401,Frankston,214,Mornington Peninsula,R1,-38.1101715,145.1469057,21401137515,21401137515,214011375,Seaford (Vic.),21401,Frankston,214,Mornington Peninsula,1,1,1,1,Dunkley,1.403425694,V1,PHN203,South Eastern Melbourne,Frankston,22170,Dunkley,Outer Metropolitan,390,131049
3101,1269,8202,13.8,7948,5037,2692,219,1131,137,1,130518,"835,313",160.9,4693,COTHAM,VIC,145.036575,-37.807397,DEEPDENE DC,Delivery Area,Updated 6-Feb-2020,20701,Boroondara,207,Melbourne - Inner East,R1,-37.8086079,145.0459578,20701115334,20701115334,207011153,Kew,20701,Boroondara,207,Melbourne - Inner East,1,1,1,1,Kooyong,,V1,PHN202,Eastern Melbourne,Boroondara,21110,Kooyong,Inner Metropolitan,389,130737
2526,2063,5497,33,15185,8828,6107,250,1812,250,1,140641,"900,100",187.3,2318,CORDEAUX,NSW,150.77681,-34.380765,WOLLONGONG DC,Delivery Area,Updated 6-Feb-2020,10704,Wollongong,107,Illawarra,R2,-34.439667,150.834333,10701113412,10701113412,107011134,Unanderra - Mount Kembla,10701,Dapto - Port Kembla,107,Illawarra,1,1,1,1,Cunningham,,N1,PHN106,South Eastern NSW,Wollongong,18450,Whitlam,Provincial,388,140891
3172,2127,8752,23.3,11353,9254,2099,0,2037,90,0,133685,"855,583",168.6,6845,DINGLEY VILLAGE,VIC,145.13465,-37.975981,BRAESIDE DC,Delivery Area,Updated 6-Feb-2020,21204,Dandenong,212,Melbourne - South East,R1,-37.9757588,145.1226002,21204131312,21204131312,212041313,Dingley Village,21204,Dandenong,212,Melbourne - South East,1,1,1,1,Isaacs,,V1,PHN203,South Eastern Melbourne,Kingston,23430,Isaacs,Outer Metropolitan,387,133685
4208,5389,8038,57.6,33179,21476,11703,0,4629,760,0,158880,"1,016,830",232.8,12058,BURNSIDE,QLD,153.27631,-27.767029,Brisbane Metro,,Updated 6-Feb-2020,30907,Ormeau - Oxenford,309,Gold Coast,R2,-27.7434,153.261,30907125527,30907125527,309071255,Ormeau - Yatala,30907,Ormeau - Oxenford,309,Gold Coast,1,1,1,1,Fadden,2.419854879,Q1,PHN303,Gold Coast,Logan,34590,Forde,Outer Metropolitan,385,158880
3196,2184,8629,24.2,10403,8577,1826,0,2090,94,0,131556,"841,958",165.2,6633,BONBEACH,VIC,145.122762,-38.046479,BRAESIDE DC,Delivery Area,Updated 6-Feb-2020,20803,Kingston,208,Melbourne - Inner South,R1,-38.062,145.12,20803118624,20803118624,208031186,Chelsea - Bonbeach,20803,Kingston,208,Melbourne - Inner South,1,1,1,1,Isaacs,,V1,PHN203,South Eastern Melbourne,Kingston,23430,Isaacs,Outer Metropolitan,383,131556
3250,1183,6316,17.2,8290,4508,2043,1739,1085,95,3,128544,"822,679",153.2,6536,COLAC,VIC,143.584742,-38.311513,COLAC DC,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,-38.3410186,143.5854622,21702142528,21703147205,217031472,Colac,21703,Colac - Corangamite,217,Warrnambool and South West,2,2,4,4,Wannon,,V2,PHN206,Western Victoria,Colac Otway,21750,Wannon,Rural,382,130283
7248,996,7198,13,5998,3893,2105,0,933,63,0,126177,"807,531",159.4,11669,ALANVALE,TAS,147.130185,-41.397239,Tasmania Country 2,,Updated 4-Dec-2022,60203,North East,602,Launceston and North East,R3,-41.3884,147.118,60201104107,60201104107,602011041,Newnham - Mayfield,60201,Launceston,602,Launceston and North East,2,2,2,2,Bass,,T1,PHN601,Tasmania,Launceston,64010,Bass,Provincial,379,126177
4113,5062,10907,43.5,25304,18329,6157,818,4740,318,4,144930,"927,553",211.4,8237,EIGHT MILE PLAINS,QLD,153.077926,-27.590722,ACACIA RIDGE DC,Delivery Area,Updated 6-Feb-2020,30306,Sunnybank,303,Brisbane - South,R1,-27.5758579,153.0921619,30303106032,30303106032,303031060,Eight Mile Plains,30303,Mt Gravatt,303,Brisbane - South,1,1,1,1,Moreton,55.7950592,Q1,PHN302,Brisbane South,Brisbane,31000,Moreton,Inner Metropolitan,379,145748
3930,1992,6622,26.3,11945,8409,3536,0,1742,250,0,133483,"854,289",163.5,8611,KUNYUNG,VIC,145.093743,-38.195017,MORNINGTON DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,21402,Mornington Peninsula,214,Mornington Peninsula,R3,-38.1912818,145.0789201,21402138131,21402138131,214021381,Mount Eliza,21402,Mornington Peninsula,214,Mornington Peninsula,1,1,1,1,Dunkley,,V1,PHN203,South Eastern Melbourne,Frankston,22170,Dunkley,Outer Metropolitan,379,133483
3934,2426,9009,24.2,12886,9416,3470,0,2178,248,0,132280,"846,592",162,8615,MOUNT MARTHA,VIC,145.031598,-38.2783,MORNINGTON DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,21402,Mornington Peninsula,214,Mornington Peninsula,R3,-38.287039,145.016269,21402138233,21402138233,214021382,Mount Martha,21402,Mornington Peninsula,214,Mornington Peninsula,1,1,1,1,Flinders,,V1,PHN203,South Eastern Melbourne,Mornington Peninsula,25340,Flinders,Rural,378,132280
2609,213,509,9.8,11902,304,6762,4836,50,157,6,132429,"847,548",188,20555,CANBERRA AIRPORT,ACT,149.1940419,-35.304469,ACT and surrounding areas,Delivery Area,Updated 6-Feb-2020,80106,South Canberra,801,Australian Capital Territory,R2,-35.3052,149.193,80103103301,80103111401,801031114,Canberra Airport,80103,Canberra East,801,Australian Capital Territory,1,1,1,1,Canberra,569.5021362,N2,PHN801,Australian Capital Territory,Unincorporated ACT,89399,Canberra,Inner Metropolitan,377,137265
3138,2185,9178,23,9977,8875,1102,0,2115,70,0,128600,"823,040",151.5,6759,MOOROOLBARK,VIC,145.322794,-37.78391,MOOROOLBARK DC,Delivery Area,Updated 6-Feb-2020,21105,Yarra Ranges,211,Melbourne - Outer East,R1,-37.7822365,145.3309395,21105128110,21105128110,211051281,Mooroolbark,21105,Yarra Ranges,211,Melbourne - Outer East,1,1,1,1,Casey,,V1,PHN202,Eastern Melbourne,Maroondah,24410,Deakin,Outer Metropolitan,377,128600
3056,1334,9167,13.5,8046,4544,2799,703,1237,95,2,124886,"799,271",154.9,4599,BRUNSWICK,VIC,144.960108,-37.766292,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20601,Brunswick - Coburg,206,Melbourne - Inner,R1,-37.7666099,144.9584302,20601110546,20601110546,206011105,Brunswick,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,45.37286377,V1,PHN201,North Western Melbourne,Moreland,25250,Wills,Inner Metropolitan,376,125589
2204,1145,5936,16.5,9069,4108,4579,382,979,165,1,129162,"826,638",168.3,2902,MARRICKVILLE,NSW,151.155539,-33.912288,MARRICKVILLE SOUTH LPO,Delivery Area,Updated 6-Feb-2020,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,R1,-33.9086291,151.1548847,11702132661,11702132661,117021326,Marrickville,11702,Marrickville - Sydenham - Petersham,117,Sydney - City and Inner South,1,1,1,1,Grayndler,,N1,PHN101,Central and Eastern Sydney,Inner West,14170,Grayndler,Inner Metropolitan,376,129544
4008,92,127,29.1,9203,157,2531,6515,37,51,4,127728,"817,456",187,21018,BRISBANE AIRPORT,QLD,153.1132012,-27.38837225,Brisbane 11 to 20 kms from Port,Delivery Area,Updated 6-Feb-2020,30203,Nundah,302,Brisbane - North,R1,-27.3941,153.115,30203103601,30203103603,302031036,Brisbane Airport,30203,Nundah,302,Brisbane - North,1,1,1,1,Lilley,,Q1,PHN301,Brisbane North,Brisbane,31000,Lilley,Inner Metropolitan,375,134243
3585,1672,4859,28.5,34085,6503,6295,21287,1385,283,4,134597,"861,418",195.1,7299,CASTLE DONNINGTON,VIC,143.336906,-35.348388,SWAN HILL DELIVERY,Delivery Area,Updated 6-Feb-2020,21503,Murray River - Swan Hill,215,North West,R3,-35.4185703,143.6044718,21503140506,21503140506,215031405,Swan Hill Region,21503,Murray River - Swan Hill,215,North West,3,3,5,5,Mallee,86.07234192,V2,PHN205,Murray,Swan Hill,26610,Farrer,Rural,375,155884
3401,791,1823,38.7,4847,3328,1519,0,706,85,0,128604,"823,064",173.3,5741,BLACKHEATH,VIC,141.940832,-36.881534,HORSHAM POST SHOP,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3,-36.4877414,142.3244986,21501138908,21501138908,215011389,Horsham Region,21501,Grampians,215,North West,3,3,5,5,Mallee,208.1265564,V2,PHN206,Western Victoria,Horsham,23190,Wannon,Rural,375,128604
3672,1725,4635,34.1,10300,6977,3003,320,1582,142,1,131780,"843,392",184.6,7236,BENALLA,VIC,145.977761,-36.554936,BENALLA,Delivery Area,Updated 6-Feb-2020,20402,Wangaratta - Benalla,204,Hume,R3,-36.6181709,145.9804173,20402106322,20402106322,204021063,Benalla,20402,Wangaratta - Benalla,204,Hume,2,2,4,4,Indi,173.5066071,V2,PHN205,Murray,Benalla,21010,Indi,Rural,374,132100
4341,4404,6397,62.3,23740,17244,6496,0,3988,416,0,146464,"937,372",205.1,9695,BLENHEIM,QLD,152.396656,-27.68768,LAIDLEY LPO,Delivery Area,Updated 6-Feb-2020,31002,Ipswich Hinterland,310,Ipswich,R3,-27.653889,152.313056,31002128021,31002128021,310021280,Lockyer Valley - East,31002,Ipswich Hinterland,310,Ipswich,2,2,5,5,Wright,269.5786743,Q2,PHN304,Darling Downs and West Moreton,Lockyer Valley,34580,Wright,Rural,374,146464
2850,3154,8655,31.6,20896,13614,6992,290,2732,421,1,139499,"892,792",198.2,5074,AARONS PASS,NSW,149.602925,-32.685033,MUDGEE DC,Delivery Area,Updated 6-Feb-2020,10604,Upper Hunter,106,Hunter Valley exc Newcastle,R3,-32.865611,149.8129273,10303107312,10303107312,103031073,Mudgee Region - East,10303,Lithgow - Mudgee,103,Central West,3,3,5,5,Calare,605.4525757,N2,PHN108,Hunter New England and Central Coast,Mid-Western Regional,15270,Calare,Rural,373,139789
3189,627,2290,23,5089,2268,2821,0,527,100,0,127292,"814,670",163.6,6610,MOORABBIN,VIC,145.047802,-37.942021,MOORABBIN DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,20803,Kingston,208,Melbourne - Inner South,R1,-37.9403568,145.0576067,20803119116,20803119116,208031191,Moorabbin - Heatherton,20803,Kingston,208,Melbourne - Inner South,1,1,1,1,Isaacs,34.86714554,V1,PHN203,South Eastern Melbourne,Bayside,20910,Isaacs,Outer Metropolitan,372,127292
2260,2687,8638,26.8,16188,11010,5178,0,2315,372,0,133860,"856,701",173.1,2559,ERINA HEIGHTS,NSW,151.436939,-33.42537,TERRIGAL DC,Delivery Area,Updated 6-Feb-2020,10202,Wyong,102,Central Coast,R3,-33.4256289,151.4099893,10201103119,10201103119,102011031,Erina - Green Point,10201,Gosford,102,Central Coast,1,1,1,1,Robertson,,N1,PHN108,Hunter New England and Central Coast,Central Coast,11650,Robertson,Provincial,371,133860
3124,1216,7688,14.5,6737,4920,1817,0,1118,98,0,123734,"791,900",152.5,4731,CAMBERWELL,VIC,145.068191,-37.840867,DEEPDENE DC,Delivery Area,Updated 6-Feb-2020,20701,Boroondara,207,Melbourne - Inner East,R1,-37.8334095,145.0658766,20701114915,20701114915,207011149,Camberwell,20701,Boroondara,207,Melbourne - Inner East,1,1,1,1,Kooyong,,V1,PHN202,Eastern Melbourne,Boroondara,21110,Kooyong,Inner Metropolitan,371,123734
2233,2684,9291,25.8,14819,10999,3820,0,2400,284,0,131595,"842,210",169.3,2714,ENGADINE,NSW,151.027919,-34.114626,KIRRAWEE DC,Delivery Area,Updated 6-Feb-2020,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,R1,-34.065722,151.012664,12802153235,12802160710,128021607,Engadine,12802,Sutherland - Menai - Heathcote,128,Sydney - Sutherland,1,1,1,1,Hughes,,N1,PHN101,Central and Eastern Sydney,Sutherland Shire,17150,Hughes,Outer Metropolitan,370,131595
3465,1738,5271,30.8,11325,6646,3039,1640,1622,113,3,129475,"828,642",167.8,7941,ADELAIDE LEAD,VIC,143.611335,-37.021478,MARYBOROUGH,Delivery Area,Updated 6-Feb-2020,21501,Grampians,215,North West,R3,-37.0838207,143.679125,20103101707,20103101707,201031017,Maryborough Region,20103,Maryborough - Pyrenees,201,Ballarat,2,2,5,5,Mallee,,V2,PHN206,Western Victoria,Central Goldfields,21670,Mallee,Rural,370,131115
2100,1699,6130,23.4,12298,6704,5161,433,1433,264,2,130330,"834,111",169.5,4443,ALLAMBIE,NSW,151.257781,-33.766409,FRENCHS FOREST DEL FAC-DEL,Delivery Area,Updated 6-Feb-2020,12203,Warringah,122,Sydney - Northern Beaches,R1,-33.7624,151.25,12203143014,12203143014,122031430,Manly Vale - Allambie Heights,12203,Warringah,122,Sydney - Northern Beaches,1,1,1,1,Warringah,,N1,PHN102,Northern Sydney,Willoughby,18250,Warringah,Inner Metropolitan,369,130763
4114,3290,11202,27.4,16953,11438,5315,200,3074,215,1,130657,"836,206",190.9,8240,KINGSTON,QLD,153.110764,-27.652812,LOGAN CITY DC,Delivery Area,Updated 6-Feb-2020,31106,Springwood - Kingston,311,Logan - Beaudesert,R1,-27.65,153.116667,31106133026,31106133026,311061330,Kingston (Qld.),31106,Springwood - Kingston,311,Logan - Beaudesert,1,1,1,1,Rankin,,Q1,PHN302,Brisbane South,Logan,34590,Rankin,Outer Metropolitan,366,130857
4280,5575,6136,77,33996,21991,11753,252,4725,849,1,154849,"991,035",216.9,21030,FLAGSTONE,QLD,152.9484212,-27.8104018,QLD Country 1,Delivery Area,Updated 6-Feb-2020,31104,Jimboomba,311,Logan - Beaudesert,R3,-27.8091,152.956,31104132114,31104132114,311041321,Jimboomba,31104,Jimboomba,311,Logan - Beaudesert,1,1,1,1,Wright,37.56387329,Q1,PHN302,Brisbane South,Logan,34590,Wright,Rural,365,155101
7018,1749,10393,16.1,8332,6889,1443,0,1675,74,0,121296,"776,294",142.8,10182,BELLERIVE,TAS,147.385681,-42.877588,EASTERN SHORE DC,Delivery Area,Updated 6-Feb-2020,60102,Hobart - North East,601,Hobart,R2,-42.874722,147.367778,60102100409,60102100409,601021004,Bellerive - Rosny,60102,Hobart - North East,601,Hobart,2,2,2,2,Franklin,,T1,PHN601,Tasmania,Clarence,61410,Franklin,Outer Metropolitan,365,121296
7140,905,5631,15.3,4697,3738,959,0,864,41,0,121347,"776,623",146.7,10045,BLACK HILLS,TAS,146.45502,-42.544215,NEW NORFOLK DC,Delivery Area,Updated 6-Feb-2020,60403,West Coast,604,West and North West,R2,-42.7165405,147.0207443,60301106610,60301106610,603011066,Derwent Valley,60301,Central Highlands (Tas.),603,South East,2,2,2,4,Lyons,394.6408386,T1,PHN601,Tasmania,Derwent Valley,61510,Lyons,Rural,364,121347
2537,2597,7273,33.4,13600,10601,2999,0,2432,165,0,129543,"829,072",167.1,2137,BERGALIA,NSW,149.912199,-35.939649,MORUYA DELIVERY,Delivery Area,Updated 6-Feb-2020,10104,South Coast,101,Capital Region,R3,-35.9961845,150.1229212,10104102616,10104102616,101041026,Moruya - Tuross Head,10104,South Coast,101,Capital Region,3,2,5,5,Gilmore,522.6445923,N2,PHN106,South Eastern NSW,Eurobodalla,12750,Gilmore,Rural,362,129543
2264,2641,7032,33.7,14586,10231,4103,252,2370,270,1,129842,"830,991",168.3,2591,BALCOLYN,NSW,151.533807,-33.106675,MORISSET DC,Delivery Area,Updated 6-Feb-2020,11102,Lake Macquarie - West,111,Newcastle and Lake Macquarie,R2,-33.0959312,151.5559438,11102121601,11102121601,111021216,Bonnells Bay - Silverwater,11102,Lake Macquarie - West,111,Newcastle and Lake Macquarie,1,1,1,1,Hunter,,N2,PHN108,Hunter New England and Central Coast,Lake Macquarie,14650,Hunter,Rural,360,130094
4035,6106,8728,63.8,33142,25341,7801,0,5566,540,0,150344,"962,204",219.2,8352,ALBANY CREEK,QLD,152.979085,-27.356025,BRENDALE DC,Delivery Area,Updated 6-Feb-2020,31401,Hills District,314,Moreton Bay - South,R1,-27.346944,152.968056,31401138214,31401138214,314011382,Albany Creek,31401,The Hills District,314,Moreton Bay - South,1,1,1,1,Dickson,,Q1,PHN301,Brisbane North,Brisbane,31000,Petrie,Outer Metropolitan,360,150344
